1,11,4,23,5
1,28,35,5
1,13,34,27,14,12,1
2,11,25,4,23,5
2,28,7,19,0
2,13,34,22,12,1
3,11,25,4,23,5
3,28,7,19,0
3,13,34,22,12,0
4,11,25,4,5
4,28,16,8,0
4,13,-2,
5,11,25,4,5
5,28,29,31,35,5
5,13,-2,
6,11,-2,
6,28,32,30,35,25,4,5
6,13,-2,
7,11,-2,
7,28,29,10,2
7,13,-2,
8,11,-2,
8,28,32,30,25,31,4,5
8,13,-2,
9,11,-2,
9,28,32,30,14,25,31,4,5
9,13,-2,
10,11,-2,
10,28,19,1,0
10,13,-2,
11,11,-2,
11,28,30,33,25,9,27,5
11,13,-2,
12,11,35,31,4,5
12,28,30,1,0,2
12,13,-2,
13,11,-2,
13,28,30,1,0,2
13,13,-2,
14,11,-2,
14,28,-2,
14,13,-2,
15,11,-2,
15,28,-2,
15,13,-2,
16,11,-2,
16,28,-2,
16,13,-2,
17,11,-2,
17,28,-2,
17,13,-2,
18,11,-2,
18,28,-2,
18,13,-2,
19,11,-2,
19,28,-2,
19,13,-2,
20,11,-2,
20,28,-2,
20,13,-2,
21,11,-2,
21,28,-2,
21,13,-2,
22,11,-2,
22,28,-2,
22,13,-2,
23,11,-2,
23,28,-2,
23,13,-2,
24,11,-2,
24,28,-2,
24,13,-2,
25,11,-2,
25,28,-2,
25,13,-2,
26,11,-2,
26,28,-2,
26,13,-2,
27,11,-2,
27,28,-2,
27,13,-2,
28,11,-2,
28,28,-2,
28,13,-2,
29,11,-2,
29,28,-2,
29,13,-2,
30,11,-2,
30,28,-2,
30,13,-2,
