1,6,5,0.300000,2,2.000000,5.100000
1,7,0,0.000000,4,3.000000,5.500000
1,8,0,0.000000,6,2.000000,5.500000
1,9,0,0.000000,3,3.000000,5.500000
1,10,0,0.300000,4,3.000000,5.500000
1,11,5,0.300000,5,1.000000,5.100000
1,12,1,0.300000,6,1.000000,9.400000
1,13,5,0.042629,4,2.000000,5.100000
1,14,2,0.000000,3,2.000000,7.200000
1,15,0,0.000000,4,3.000000,5.500000
1,16,2,0.300000,3,2.000000,7.200000
1,17,0,0.300000,6,2.000000,5.500000
1,18,2,0.000000,4,2.000000,7.200000
1,19,2,0.000000,2,2.000000,7.200000
1,20,2,0.000000,1,3.000000,7.200000
1,21,5,0.300000,6,1.000000,5.100000
1,22,2,0.300000,2,2.000000,7.200000
1,23,1,0.109567,7,1.000000,9.400000
1,24,5,0.160895,1,3.000000,5.100000
1,25,0,0.000000,3,3.000000,5.500000
1,26,2,0.300000,5,1.000000,7.200000
1,27,5,0.300000,2,3.000000,5.100000
1,28,2,0.208730,3,2.000000,7.200000
1,29,0,0.000000,5,2.000000,5.500000
1,30,0,0.200000,5,3.000000,5.500000
1,31,0,0.300000,3,1.000000,5.500000
1,32,2,0.000000,2,3.000000,7.200000
1,33,0,0.300000,2,3.000000,5.500000
1,34,2,0.300000,4,2.000000,7.200000
1,35,1,0.300000,4,1.000000,9.400000
