1,6,5,0.000000,7,2.000000,5.100000
1,7,2,0.300000,1,2.000000,7.200000
1,8,2,0.300000,1,2.000000,7.200000
1,9,3,0.300000,1,2.000000,4.800000
1,10,2,0.300000,5,2.000000,7.200000
1,11,1,0.300000,1,2.000000,9.400000
1,12,2,0.300000,3,2.000000,7.200000
1,13,3,0.300000,2,1.000000,4.800000
1,14,5,0.125550,1,2.000000,5.100000
1,15,2,0.000000,6,2.000000,7.200000
1,16,2,0.300000,4,1.000000,7.200000
1,17,2,0.300000,3,2.000000,7.200000
1,18,5,0.300000,5,1.000000,5.100000
1,19,0,0.300000,3,1.000000,5.500000
1,20,5,0.300000,5,1.000000,5.100000
1,21,0,0.300000,1,3.000000,5.500000
1,22,5,0.000000,8,2.000000,5.100000
1,23,5,0.000000,4,2.000000,5.100000
1,24,2,0.300000,7,2.000000,7.200000
1,25,1,0.300000,2,1.000000,9.400000
1,26,2,0.207692,5,2.000000,7.200000
1,27,5,0.000000,3,2.000000,5.100000
1,28,2,0.300000,5,2.000000,7.200000
1,29,2,0.300000,2,2.000000,7.200000
1,30,5,0.000000,2,2.000000,5.100000
1,31,3,0.300000,3,1.000000,4.800000
1,32,5,0.300000,4,2.000000,5.100000
1,33,0,0.210519,3,1.000000,5.500000
1,34,2,0.000000,6,2.000000,7.200000
1,35,5,0.300000,2,2.000000,5.100000
